p(MeV) beta E(MeV) m(MeV)
285.034 0.902298 315.898 136.187 
296.401 0.900387 329.193 143.229 
291.361 0.909554 320.334 133.126 
282.424 0.895479 315.389 140.381 
292.723 0.880372 332.5 157.699 
297.432 0.892787 333.15 150.077 
282.847 0.917027 308.439 123.013 
285.906 0.894857 319.499 142.609 
289.854 0.891763 325.034 147.079 
292.313 0.904935 323.021 137.461 
287.846 0.902436 318.965 137.418 
291.784 0.892885 326.788 147.148 
278.783 0.897253 310.707 137.182 
282.373 0.90947 310.48 129.088 
296.68 0.890241 333.258 151.796 
292.094 0.87893 332.329 158.504 
292.598 0.906745 322.691 136.072 
281.547 0.90294 311.812 134.007 
284.239 0.912368 311.539 127.535 
292.728 0.904322 323.699 138.172 
283.489 0.913412 310.363 126.329 
295.654 0.891716 331.556 150.061 
291.879 0.89504 326.107 145.439 
286.663 0.90897 315.372 131.466 
276.45 0.912504 302.958 123.93 
289.484 0.900012 321.644 140.193 
291.436 0.892838 326.415 147.01 
300.383 0.896195 335.175 148.704 
292.53 0.911853 320.808 131.697 
286.568 0.906808 316.018 133.215 
282.518 0.905943 311.85 132.037 
281.92 0.906928 310.852 130.957 
278.559 0.907061 307.1 129.289 
294.35 0.902961 325.983 140.082 
287.573 0.908111 316.672 132.6 
288.458 0.902867 319.491 137.356 
287.65 0.893004 322.115 144.968 
276.844 0.899176 307.886 134.727 
290.33 0.912315 318.234 130.313 
285.285 0.908897 313.88 130.894 
287.202 0.902518 318.223 137.044 
284.28 0.890025 319.407 145.621 
288.045 0.897292 321.016 141.708 
280.823 0.889533 315.697 144.233 
288.923 0.894814 322.886 144.149 
293.981 0.902393 325.78 140.383 
298.639 0.89676 333.02 147.367 
295.709 0.903714 327.215 140.093 
293.918 0.896047 328.016 145.626 
287.231 0.899294 319.396 139.686 
283.976 0.888478 319.62 146.68 
286.974 0.916525 313.111 125.237 
287.271 0.904455 317.618 135.486 
291.27 0.909768 320.159 132.903 
280.497 0.900959 311.332 135.088 
286.724 0.890168 322.101 146.76 
282.424 0.897206 314.782 139.012 
289.444 0.883237 327.709 153.672 
292.881 0.89335 327.845 147.321 
279.859 0.895625 312.473 138.991 
283.377 0.906111 312.74 132.301 
283.193 0.884784 320.07 149.153 
291.145 0.898542 324.019 142.208 
279.981 0.890074 314.559 143.382 
281.807 0.892036 315.915 142.782 
283.304 0.8887 318.784 146.159 
285.665 0.899001 317.758 139.161 
284.844 0.904704 314.848 134.138 
288.085 0.90873 317.019 132.319 
282.956 0.910243 310.857 128.718 
288.229 0.901342 319.777 138.498 
298.523 0.898319 332.313 146 
291.073 0.918434 316.923 125.367 
293.359 0.901884 325.273 140.511 
291.639 0.904331 322.492 137.65 
294.33 0.908519 323.967 135.368 
289.869 0.898781 322.513 141.389 
282.289 0.911675 309.638 127.234 
283.458 0.896785 316.082 139.856 
287.009 0.905761 316.87 134.286 
285.252 0.908437 314.003 131.26 
295.292 0.89286 330.725 148.937 
284.102 0.898194 316.303 139.047 
288.11 0.90827 317.207 132.715 
296.71 0.894604 331.666 148.209 
288.965 0.903585 319.798 137.004 
283.793 0.89196 318.168 143.848 
285.765 0.884439 323.103 150.778 
294.917 0.897827 328.479 144.645 
292.121 0.898362 325.171 142.833 
282.813 0.898498 314.762 138.174 
282.682 0.909518 310.804 129.19 
291.489 0.90857 320.822 134.018 
275.842 0.886585 311.129 143.917 
284.851 0.907468 313.896 131.874 
278.488 0.902894 308.439 132.586 
288.074 0.891638 323.084 146.276 
291.174 0.886884 328.311 151.677 
277.009 0.902423 306.962 132.255 
284.19 0.910071 312.272 129.422 
290.652 0.911738 318.789 130.949 
289.441 0.904754 319.911 136.261 
296.315 0.894943 331.099 147.73 
286.938 0.895478 320.43 142.625 
288.442 0.901502 319.957 138.469 
280.484 0.914763 306.62 123.872 
283.72 0.907441 312.66 131.373 
285.698 0.901456 316.929 137.189 
291.475 0.886854 328.662 151.858 
288.155 0.901639 319.59 138.219 
285.746 0.90614 315.344 133.384 
274.909 0.889283 309.136 141.386 
289.698 0.873549 331.633 161.417 
279.055 0.90191 309.405 133.639 
287.345 0.917081 313.326 124.924 
297.029 0.893955 332.264 148.906 
283.881 0.887941 319.707 147.052 
289.96 0.897616 323.034 142.386 
283.923 0.90613 313.336 132.541 
294.566 0.905678 325.244 137.892 
287.408 0.888827 323.356 148.176 
282.931 0.895276 316.026 140.793 
284.105 0.912058 311.499 127.733 
291.188 0.90871 320.441 133.761 
292.606 0.902922 324.065 139.284 
278.141 0.912045 304.964 125.063 
290.889 0.909359 319.884 133.076 
289.578 0.909408 318.424 132.434 
283.935 0.895933 316.915 140.77 
275.218 0.903058 304.763 130.901 
287.49 0.904 318.02 135.964 
287.778 0.900917 319.428 138.629 
287.798 0.894093 321.888 144.168 
288.057 0.894995 321.854 143.571 
290.964 0.88801 327.658 150.665 
283.343 0.894005 316.937 142.006 
279.288 0.89657 311.507 137.967 
286.923 0.891309 321.912 145.954 
289.716 0.882134 328.426 154.688 
280.627 0.911736 307.794 126.434 
277.664 0.900164 308.459 134.35 
286.143 0.918815 311.426 122.917 
286.573 0.904947 316.674 134.753 
290.788 0.895471 324.732 144.545 
287.641 0.891523 322.64 146.148 
286.167 0.894756 319.827 142.82 
292.251 0.917097 318.669 127.042 
288.479 0.899095 320.855 140.455 
286.48 0.902632 317.383 136.606 
278.233 0.90619 307.037 129.837 
285.613 0.891809 320.262 144.891 
285.457 0.888475 321.288 147.447 
295.303 0.889234 332.087 151.914 
293.134 0.895178 327.458 145.951 
283.766 0.899223 315.569 138.059 
286.668 0.917044 312.6 124.66 
287.461 0.898185 320.047 140.699 
291.168 0.901177 323.098 140.047 
276.256 0.907023 304.574 128.251 
287.576 0.887998 323.848 148.921 
294.636 0.886239 332.456 154.003 
290.122 0.887563 326.875 150.587 
283.468 0.907013 312.529 131.607 
288.131 0.905623 318.157 134.925 
288.258 0.900441 320.13 139.249 
282.41 0.895194 315.473 140.599 
281.999 0.904115 311.906 133.274 
285.635 0.883594 323.265 151.37 
292.152 0.910756 320.78 132.465 
286.767 0.895779 320.132 142.299 
285.14 0.892243 319.576 144.306 
288.364 0.893703 322.662 144.765 
293.218 0.887669 330.324 152.108 
291.47 0.898658 324.339 142.271 
277.826 0.901464 308.195 133.403 
282.243 0.907439 311.033 130.691 
280.737 0.90844 309.032 129.18 
293.571 0.894191 328.309 146.979 
287.728 0.892279 322.464 145.587 
286.642 0.897087 319.526 141.183 
289.357 0.91137 317.497 130.678 
287.596 0.896944 320.64 141.769 
288.592 0.887938 325.014 149.494 
289.732 0.893252 324.357 145.816 
282.518 0.90652 311.651 131.567 
284.248 0.908946 312.723 130.378 
290.688 0.887223 327.638 151.153 
288.168 0.902746 319.212 137.317 
282.725 0.894842 315.949 141.034 
270.057 0.897097 301.035 133.008 
278.018 0.890878 312.072 141.756 
291.702 0.888327 328.372 150.792 
288.719 0.905624 318.806 135.2 
280.28 0.909499 308.17 128.108 
288.393 0.907354 317.839 133.609 
278.904 0.901583 309.349 133.826 
276.901 0.909984 304.292 126.173 
292.222 0.890748 328.064 149.104 
284.116 0.883591 321.546 150.567 
283.997 0.896113 316.921 140.658 
306.293 0.899612 340.472 148.681 
287.624 0.903694 318.276 136.279 
277.369 0.893736 310.348 139.22 
293.628 0.886728 331.136 153.081 
285.463 0.909383 313.909 130.573 
293.577 0.900204 326.123 142.016 
291.228 0.904311 322.044 137.472 
300.705 0.911724 329.82 135.491 
288.055 0.893572 322.364 144.716 
289.188 0.899649 321.446 140.348 
287.988 0.903176 318.862 136.878 
286.086 0.898573 318.378 139.712 
283.652 0.900442 315.015 137.023 
274.897 0.900462 305.284 132.778 
298.963 0.899431 332.392 145.276 
280.602 0.881727 318.241 150.133 
282.912 0.891154 317.467 144.035 
292.742 0.916343 319.468 127.913 
287.699 0.901055 319.291 138.478 
297.043 0.881565 336.95 159.062 
282.214 0.892695 316.138 142.471 
284.093 0.901415 315.163 136.452 
282.376 0.887531 318.159 146.591 
288.436 0.906255 318.272 134.544 
289.576 0.899228 322.028 140.881 
295.586 0.902546 327.503 141.021 
281.097 0.902376 311.507 134.244 
289.317 0.908949 318.299 132.701 
286.287 0.902212 317.317 136.856 
289.702 0.894615 323.829 144.699 
284.376 0.915162 310.738 125.254 
280.548 0.899741 311.809 136.081 
289.029 0.898285 321.757 141.384 
289.927 0.912042 317.887 130.365 
302.001 0.909717 331.972 137.845 
289.381 0.895988 322.974 143.425 
289.726 0.909647 318.503 132.301 
290.378 0.904317 321.102 137.066 
280.625 0.902357 310.991 134.034 
282.641 0.885986 319.013 147.93 
277.491 0.903701 307.061 131.473 
280.387 0.89445 313.474 140.176 
286.538 0.888241 322.591 148.191 
290.59 0.904557 321.252 136.967 
291.517 0.884509 329.581 153.757 
286.508 0.903718 317.032 135.73 
283.816 0.904342 313.837 133.949 
286.351 0.889753 321.832 146.898 
279.412 0.903238 309.344 132.752 
284.141 0.895449 317.317 141.258 
296.385 0.904979 327.505 139.339 
292.147 0.90892 321.423 134.024 
290.343 0.904511 320.995 136.888 
295.726 0.916773 322.573 128.838 
281.219 0.904397 310.946 132.678 
283.906 0.904592 313.85 133.788 
291.193 0.90615 321.352 135.918 
286.804 0.898453 319.22 140.16 
292.562 0.902732 324.085 139.423 
281.141 0.907939 309.648 129.774 
291.305 0.895952 325.134 144.409 
290.43 0.911439 318.65 131.104 
286.639 0.904064 317.056 135.509 
287.774 0.904111 318.295 136.007 
282.799 0.896265 315.53 139.944 
292.363 0.894617 326.802 146.026 
289.61 0.911918 317.583 130.327 
286.96 0.896881 319.953 141.507 
292.406 0.897366 325.85 143.793 
286.813 0.924207 310.334 118.514 
292.71 0.911747 321.043 131.869 
292.698 0.895276 326.937 145.654 
288.491 0.885859 325.663 151.093 
271.517 0.898033 302.346 133.01 
285.099 0.893967 318.915 142.916 
278.597 0.89476 311.366 139.04 
286.313 0.9031 317.034 136.144 
299.354 0.897778 333.439 146.863 
284.838 0.88692 321.154 148.349 
279.637 0.908139 307.924 128.918 
291.374 0.896455 325.029 144.032 
286.916 0.916645 313.006 125.109 
291.67 0.897064 325.138 143.679 
293.183 0.898151 326.429 143.526 
284.117 0.875799 324.409 156.584 
287.875 0.903719 318.545 136.377 
285.729 0.893886 319.648 143.296 
287.285 0.913257 314.572 128.151 
289.084 0.893603 323.503 145.207 
292.532 0.887032 329.787 152.266 
276.976 0.90733 305.265 128.339 
284.388 0.889069 319.872 146.429 
285.363 0.896187 318.419 141.275 
292.595 0.895817 326.623 145.159 
285.832 0.916384 311.913 124.859 
283.11 0.877782 322.529 154.511 
295.97 0.884109 334.767 156.43 
287.349 0.916485 313.534 125.435 
298.111 0.884519 337.032 157.227 
288.94 0.905002 319.269 135.819 
287.843 0.90356 318.566 136.493 
283.5 0.899251 315.262 137.906 
286.017 0.902689 316.85 136.339 
283.38 0.921887 307.391 119.101 
281.259 0.898511 313.028 137.403 
295.761 0.905467 326.639 138.631 
294.217 0.914395 321.762 130.257 
293.373 0.896443 327.263 145.03 
283.751 0.906995 312.847 131.753 
292.822 0.905205 323.487 137.474 
286.636 0.89445 320.46 143.299 
282.267 0.88724 318.14 146.76 
285.073 0.904403 315.206 134.492 
278.252 0.899349 309.392 135.276 
290.22 0.90702 319.971 134.736 
286.587 0.894787 320.285 143.005 
289.619 0.89651 323.052 143.12 
290.519 0.907399 320.167 134.557 
295.891 0.904409 327.165 139.59 
299.232 0.918468 325.795 128.851 
286.469 0.888779 322.318 147.73 
278.738 0.891592 312.629 141.571 
279.292 0.893029 312.747 140.736 
297.562 0.91228 326.174 133.59 
283.784 0.899585 315.461 137.776 
277.66 0.894556 310.389 138.73 
286.15 0.909431 314.647 130.848 
286.687 0.907838 315.791 132.418 
281.916 0.897533 314.101 138.502 
285.546 0.902169 316.51 136.537 
293.178 0.90086 325.442 141.277 
282.356 0.887434 318.171 146.656 
282.443 0.899009 314.172 137.585 
287.772 0.908272 316.835 132.557 
288.872 0.914458 315.894 127.836 
287.137 0.905317 317.167 134.712 
289.34 0.896639 322.694 142.877 
280.175 0.889594 314.948 143.853 
284.403 0.897908 316.739 139.423 
288.581 0.900985 320.295 138.96 
286.066 0.89651 319.089 141.364 
289.908 0.905902 320.021 135.525 
283.296 0.900561 314.577 136.756 
286.958 0.910405 315.198 130.403 
297.842 0.895743 332.509 147.824 
287.186 0.887691 323.52 148.961 
284.261 0.913928 311.032 126.241 
291.538 0.885136 329.371 153.267 
286.895 0.899738 318.865 139.162 
288.006 0.919421 313.247 123.192 
287.566 0.907093 317.019 133.443 
283.973 0.908676 312.513 130.475 
299.381 0.887008 337.518 155.851 
278.686 0.909355 306.465 127.496 
280.088 0.902253 310.432 133.861 
282.716 0.899525 314.295 137.306 
284.433 0.897226 317.014 139.984 
282.607 0.891414 317.032 143.676 
294.028 0.898078 327.396 144.001 
285.965 0.901266 317.293 137.472 
287.68 0.909594 316.274 131.411 
290.738 0.889529 326.844 149.328 
281.406 0.902303 311.875 134.45 
295.757 0.919012 321.821 126.872 
284.508 0.914996 310.939 125.452 
286.7 0.884201 324.247 151.458 
291.037 0.897707 324.201 142.841 
287.497 0.90251 318.553 137.19 
272.406 0.885611 307.591 142.854 
286.024 0.885912 322.858 149.759 
284.419 0.902986 314.976 135.336 
289.785 0.905118 320.162 136.12 
286.473 0.915603 312.879 125.804 
284.107 0.915323 310.39 125 
285.026 0.903309 315.536 135.361 
285.592 0.88201 323.797 152.583 
300.694 0.907963 331.175 138.779 
295.655 0.895272 330.241 147.129 
294.862 0.90114 327.21 141.855 
287.68 0.916693 313.824 125.401 
284.204 0.885489 320.957 149.136 
288.739 0.897917 321.566 141.542 
302.107 0.894521 337.73 150.974 
285.754 0.891708 320.457 145.042 
282.4 0.909439 310.521 129.127 
285.65 0.899095 317.708 139.078 
280.65 0.891388 314.846 142.701 
294.74 0.8985 328.036 143.999 
299.797 0.893023 335.711 151.074 
278.736 0.884601 315.098 146.946 
288.268 0.904608 318.666 135.83 
284.767 0.892702 318.994 143.754 
284.225 0.911723 311.745 128.067 
284.145 0.886279 320.604 148.488 
288.092 0.895726 321.63 142.999 
291.549 0.89707 325.001 143.614 
278.98 0.902302 309.187 133.292 
295.288 0.896604 329.341 145.843 
295.744 0.898444 329.173 144.536 
280.599 0.896692 312.926 138.518 
291.953 0.904669 322.718 137.515 
291.791 0.900431 324.057 140.965 
291.24 0.889547 327.403 149.572 
290.176 0.901811 321.77 139.047 
283.891 0.885638 320.55 148.855 
281.085 0.876606 320.652 154.3 
285.728 0.909189 314.266 130.856 
281.333 0.915856 307.181 123.335 
286.016 0.886493 322.638 149.298 
286.851 0.912917 314.214 128.245 
281.601 0.88526 318.099 147.947 
299.937 0.914013 328.154 133.127 
292.267 0.898676 325.22 142.646 
287.093 0.895524 320.587 142.665 
290.238 0.884656 328.08 152.965 
291.089 0.912383 319.042 130.596 
290.645 0.890538 326.37 148.469 
283.044 0.9014 314.005 135.96 
283.652 0.895738 316.668 140.785 
279.56 0.907721 307.98 129.221 
288.89 0.89795 321.722 141.589 
293.396 0.911525 321.873 132.369 
296.464 0.893333 331.863 149.137 
279.203 0.88128 316.815 149.725 
279.05 0.912008 305.974 125.502 
280.539 0.898761 312.14 136.854 
278.861 0.916194 304.369 121.971 
293.76 0.903945 324.975 138.975 
289.553 0.888598 325.854 149.465 
284.276 0.909807 312.458 129.68 
276.801 0.88949 311.191 142.2 
289.207 0.91754 315.198 125.336 
282.113 0.897692 314.264 138.472 
283.322 0.900345 314.682 136.942 
289.522 0.895945 323.147 143.531 
289.62 0.913926 316.896 128.622 
278.769 0.904805 308.098 131.196 
295.893 0.894358 330.844 148.004 
276.134 0.907426 304.305 127.872 
287.205 0.88013 326.321 154.915 
277.279 0.889782 311.626 142.222 
296.442 0.902595 328.433 141.387 
284.675 0.909212 313.1 130.354 
290.869 0.908555 320.145 133.745 
274.99 0.900661 305.321 132.669 
270.888 0.903257 299.901 128.688 
284.947 0.902463 315.744 136.012 
274.977 0.908884 302.544 126.176 
280.275 0.907921 308.7 129.389 
284.821 0.912652 312.08 127.559 
287.325 0.907179 316.723 133.26 
295.692 0.893633 330.887 148.502 
286.083 0.899831 317.93 138.693 
289.613 0.90494 320.036 136.188 
286.57 0.896109 319.794 141.935 
285.232 0.910756 313.182 129.327 
270.362 0.904996 298.743 127.091 
283.223 0.900347 314.571 136.892 
279.259 0.900829 310.002 134.594 
296.423 0.889565 333.222 152.218 
292.96 0.90796 322.658 135.212 
296.43 0.8857 334.684 155.38 
291.457 0.899783 323.92 141.339 
293.256 0.899882 325.883 142.128 
296.271 0.91082 325.28 134.276 
288.386 0.895055 322.199 143.687 
289.145 0.902729 320.301 137.797 
280.255 0.885893 316.353 146.753 
283.664 0.894166 317.239 142.039 
284.845 0.89602 317.9 141.152 
286.683 0.884393 324.158 151.298 
283.789 0.906126 313.189 132.481 
299.472 0.907652 329.941 138.484 
293.385 0.915827 320.35 128.644 
290.749 0.891485 326.14 147.758 
282.076 0.896271 314.721 139.581 
288.036 0.900589 319.831 139.021 
289.687 0.889525 325.664 148.791 
284.204 0.895435 317.392 141.301 
284.412 0.905537 314.082 133.255 
291.896 0.897233 325.329 143.651 
282.533 0.88884 317.867 145.652 
280.91 0.867931 323.655 160.755 
279.958 0.892959 313.518 141.126 
280.707 0.907197 309.422 130.176 
285.596 0.900793 317.049 137.679 
294.756 0.901316 327.028 141.657 
294.768 0.906434 325.196 137.346 
285.976 0.91931 311.077 122.419 
290.452 0.88169 329.427 155.433 
294.176 0.91877 320.185 126.407 
277.346 0.904373 306.672 130.87 
284.778 0.898184 317.06 139.386 
294.397 0.891772 330.125 149.377 
286.59 0.902563 317.529 136.714 
290.614 0.900491 322.729 140.347 
290.992 0.899351 323.557 141.468 
290.213 0.88838 326.677 149.98 
280.816 0.91067 308.362 127.395 
277.28 0.905666 306.162 129.81 
287.371 0.904169 317.829 135.769 
292.526 0.90532 323.119 137.238 
287.879 0.889211 323.747 148.114 
275.876 0.903583 305.313 130.8 
277.23 0.899551 308.187 134.621 
276.159 0.878468 314.364 150.204 
294.95 0.897105 328.78 145.26 
290.428 0.896 324.139 143.935 
276.669 0.905926 305.399 129.317 
292.697 0.905951 323.082 136.787 
290.424 0.905231 320.828 136.326 
291.257 0.897058 324.681 143.481 
290.329 0.898019 323.299 142.238 
286.564 0.910992 314.563 129.733 
287.164 0.903567 317.811 136.166 
278.742 0.908735 306.737 128.024 
282.44 0.898619 314.305 137.895 
288.48 0.892924 323.074 145.45 
287.118 0.900697 318.773 138.49 
277.82 0.896264 309.976 137.481 
285.329 0.901696 316.436 136.818 
281.119 0.912735 307.996 125.833 
276.155 0.889835 310.344 141.605 
286.984 0.903694 317.567 135.976 
297.945 0.896213 332.449 147.482 
275.624 0.863186 319.31 161.215 
283.621 0.889942 318.696 145.349 
285.626 0.897678 318.184 140.209 
288.812 0.882593 327.232 153.844 
284.297 0.889196 319.724 146.282 
290.082 0.890134 325.886 148.506 
284.216 0.892397 318.486 143.717 
288.102 0.910663 316.365 130.706 
285.998 0.879858 325.05 154.476 
285.492 0.907551 314.574 132.103 
285.212 0.881784 323.448 152.555 
290.681 0.892645 325.64 146.786 
284.873 0.88758 320.955 147.849 
290.875 0.88338 329.275 154.317 
277.9 0.88852 312.767 143.509 
281.978 0.901133 312.915 135.662 
283.913 0.902204 314.689 135.728 
280.297 0.899354 311.665 136.266 
291.05 0.902541 322.478 138.86 
291.237 0.897245 324.59 143.317 
284.675 0.903599 315.046 134.959 
285.935 0.892009 320.551 144.895 
291.869 0.905664 322.271 136.642 
285.166 0.902512 315.97 136.077 
285.92 0.909972 314.208 130.293 
280.592 0.904789 310.119 132.067 
277.925 0.893385 311.093 139.772 
280.926 0.900184 312.076 135.912 
284.375 0.916636 310.238 124.009 
288.965 0.907756 318.329 133.539 
277.997 0.902858 307.907 132.381 
289.803 0.920046 314.988 123.415 
285.585 0.911797 313.211 128.617 
287.35 0.90328 318.118 136.489 
285.228 0.896397 318.194 141.04 
290.934 0.895692 324.815 144.437 
281.574 0.889848 316.43 144.374 
286.136 0.89796 318.651 140.231 
284.929 0.900818 316.301 137.337 
285.632 0.911166 313.479 129.166 
285.002 0.905703 314.674 133.394 
